cost,maintainence,doors,persons,trunk,safety,rating
low,medium,2,2,big,high,poor
low,medium,2,4,small,low,poor
low,medium,2,4,small,medium,acceptable
low,medium,2,4,small,high,good
low,medium,2,4,medium,low,poor
low,medium,2,4,medium,medium,acceptable
low,medium,2,4,medium,high,good
low,medium,2,4,big,low,poor
low,medium,2,4,big,medium,good
low,medium,2,4,big,high,vgood
low,medium,2,6,small,low,poor
low,medium,2,6,small,medium,poor
low,medium,2,6,small,high,poor
low,medium,2,6,medium,low,poor
low,medium,2,6,medium,medium,acceptable
low,medium,2,6,medium,high,good
low,medium,2,6,big,low,poor
low,medium,2,6,big,medium,good
low,medium,2,6,big,high,vgood
low,medium,3,2,small,low,poor
low,medium,3,2,small,medium,poor
low,medium,3,2,small,high,poor
low,medium,3,2,medium,low,poor
low,medium,3,2,medium,medium,poor
low,medium,3,2,medium,high,poor
low,medium,3,2,big,low,poor
low,medium,3,2,big,medium,poor
low,medium,3,2,big,high,poor
low,medium,3,4,small,low,poor
low,medium,3,4,small,medium,acceptable
low,medium,3,4,small,high,good
low,medium,3,4,medium,low,poor
low,medium,3,4,medium,medium,acceptable
low,medium,3,4,medium,high,good
low,medium,3,4,big,low,poor
low,medium,3,4,big,medium,good
low,medium,3,4,big,high,vgood
low,medium,3,6,small,low,poor
low,medium,3,6,small,medium,acceptable
low,medium,3,6,small,high,good
low,medium,3,6,medium,low,poor
low,medium,3,6,medium,medium,good
low,medium,3,6,medium,high,vgood
low,medium,3,6,big,low,poor
low,medium,3,6,big,medium,good
low,medium,3,6,big,high,vgood
low,medium,4,2,small,low,poor
low,medium,4,2,small,medium,poor
low,medium,4,2,small,high,poor
low,medium,4,2,medium,low,poor
low,medium,4,2,medium,medium,poor
low,medium,4,2,medium,high,poor
low,medium,4,2,big,low,poor
low,medium,4,2,big,medium,poor
low,medium,4,2,big,high,poor
low,medium,4,4,small,low,poor
low,medium,4,4,small,medium,acceptable
low,medium,4,4,small,high,good
low,medium,4,4,medium,low,poor
low,medium,4,4,medium,medium,good
low,medium,4,4,medium,high,vgood
low,medium,4,4,big,low,poor
low,medium,4,4,big,medium,good
low,medium,4,4,big,high,vgood
low,medium,4,6,small,low,poor
low,medium,4,6,small,medium,acceptable
low,medium,4,6,small,high,good
low,medium,4,6,medium,low,poor
low,medium,4,6,medium,medium,good
low,medium,4,6,medium,high,vgood
low,medium,4,6,big,low,poor
low,medium,4,6,big,medium,good
low,medium,4,6,big,high,vgood
low,medium,5,2,small,low,poor
low,medium,5,2,small,medium,poor
low,medium,5,2,small,high,poor
low,medium,5,2,medium,low,poor
low,medium,5,2,medium,medium,poor
low,medium,5,2,medium,high,poor
low,medium,5,2,big,low,poor
low,medium,5,2,big,medium,poor
low,medium,5,2,big,high,poor
low,medium,5,4,small,low,poor
low,medium,5,4,small,medium,acceptable
low,medium,5,4,small,high,good
low,medium,5,4,medium,low,poor
low,medium,5,4,medium,medium,good
low,medium,5,4,medium,high,vgood
low,medium,5,4,big,low,poor
low,medium,5,4,big,medium,good
low,medium,5,4,big,high,vgood
low,medium,5,6,small,low,poor
low,medium,5,6,small,medium,acceptable
low,medium,5,6,small,high,good
low,medium,5,6,medium,low,poor
low,medium,5,6,medium,medium,good
low,medium,5,6,medium,high,vgood
low,medium,5,6,big,low,poor
low,medium,5,6,big,medium,good
low,medium,5,6,big,high,vgood
low,low,2,2,small,low,poor
low,low,2,2,small,medium,poor
low,low,2,2,small,high,poor
low,low,2,2,medium,low,poor
low,low,2,2,medium,medium,poor
low,low,2,2,medium,high,poor
low,low,2,2,big,low,poor
low,low,2,2,big,medium,poor
low,low,2,2,big,high,poor
low,low,2,4,small,low,poor
low,low,2,4,small,medium,acceptable
low,low,2,4,small,high,good
low,low,2,4,medium,low,poor
low,low,2,4,medium,medium,acceptable
low,low,2,4,medium,high,good
low,low,2,4,big,low,poor
low,low,2,4,big,medium,good
low,low,2,4,big,high,vgood
low,low,2,6,small,low,poor
low,low,2,6,small,medium,poor
low,low,2,6,small,high,poor
low,low,2,6,medium,low,poor
low,low,2,6,medium,medium,acceptable
low,low,2,6,medium,high,good
low,low,2,6,big,low,poor
low,low,2,6,big,medium,good
low,low,2,6,big,high,vgood
low,low,3,2,small,low,poor
low,low,3,2,small,medium,poor
low,low,3,2,small,high,poor
low,low,3,2,medium,low,poor
low,low,3,2,medium,medium,poor
low,low,3,2,medium,high,poor
low,low,3,2,big,low,poor
low,low,3,2,big,medium,poor
low,low,3,2,big,high,poor
low,low,3,4,small,low,poor
low,low,3,4,small,medium,acceptable
low,low,3,4,small,high,good
low,low,3,4,medium,low,poor
low,low,3,4,medium,medium,acceptable
low,low,3,4,medium,high,good
low,low,3,4,big,low,poor
low,low,3,4,big,medium,good
low,low,3,4,big,high,vgood
low,low,3,6,small,low,poor
low,low,3,6,small,medium,acceptable
low,low,3,6,small,high,good
low,low,3,6,medium,low,poor
low,low,3,6,medium,medium,good
low,low,3,6,medium,high,vgood
low,low,3,6,big,low,poor
low,low,3,6,big,medium,good
low,low,3,6,big,high,vgood
low,low,4,2,small,low,poor
low,low,4,2,small,medium,poor
low,low,4,2,small,high,poor
low,low,4,2,medium,low,poor
low,low,4,2,medium,medium,poor
low,low,4,2,medium,high,poor
low,low,4,2,big,low,poor
low,low,4,2,big,medium,poor
low,low,4,2,big,high,poor
low,low,4,4,small,low,poor
low,low,4,4,small,medium,acceptable
low,low,4,4,small,high,good
low,low,4,4,medium,low,poor
low,low,4,4,medium,medium,good
low,low,4,4,medium,high,vgood
low,low,4,4,big,low,poor
low,low,4,4,big,medium,good
low,low,4,4,big,high,vgood
low,low,4,6,small,low,poor
low,low,4,6,small,medium,acceptable
low,low,4,6,small,high,good
low,low,4,6,medium,low,poor
low,low,4,6,medium,medium,good
low,low,4,6,medium,high,vgood
low,low,4,6,big,low,poor
low,low,4,6,big,medium,good
low,low,4,6,big,high,vgood
low,low,5,2,small,low,poor
low,low,5,2,small,medium,poor
low,low,5,2,small,high,poor
low,low,5,2,medium,low,poor
low,low,5,2,medium,medium,poor
low,low,5,2,medium,high,poor
low,low,5,2,big,low,poor
low,low,5,2,big,medium,poor
low,low,5,2,big,high,poor
low,low,5,4,small,low,poor
low,low,5,4,small,medium,acceptable
low,low,5,4,small,high,good
low,low,5,4,medium,low,poor
low,low,5,4,medium,medium,good
low,low,5,4,medium,high,vgood
low,low,5,4,big,low,poor
low,low,5,4,big,medium,good
low,low,5,4,big,high,vgood
low,low,5,6,small,low,poor
low,low,5,6,small,medium,acceptable
low,low,5,6,small,high,good
low,low,5,6,medium,low,poor
low,low,5,6,medium,medium,good
low,low,5,6,medium,high,vgood
low,low,5,6,big,low,poor
low,low,5,6,big,medium,good
low,low,5,6,big,high,vgood
